Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-practitioners-xml,5,3,0
Cross.table-byid-procedures,5,0,0
Cross.table-byid-procedures-json,5,1,0
Cross.table-byid-procedures-xml,5,1,0
Cross.table-byid-provenances,5,1,0
Cross.table-byid-provenances-json,5,2,0
Cross.table-byid-provenances-xml,5,2,0
Cross.table-byid-questionnaireresponses,5,0,0
Cross.table-byid-questionnaireresponses-json,5,0,0
Cross.table-byid-questionnaireresponses-xml,5,0,0
Cross.table-byid-questionnaires,5,2,735
Cross.table-byid-questionnaires-json,5,3,760
Cross.table-byid-questionnaires-xml,5,3,755
Cross.table-byid-relatedpeople,5,0,0
Cross.table-byid-relatedpeople-json,5,3,0
Cross.table-byid-relatedpeople-xml,5,3,0
Cross.table-byid-requestgroups,5,1,0
Cross.table-byid-requestgroups-json,5,1,0
Cross.table-byid-requestgroups-xml,5,3,0
Cross.table-byid-requirements,5,0,0
Cross.table-byid-requirements-json,5,1,0
Cross.table-byid-requirements-xml,5,2,0
Cross.table-byid-researchdefinitions,5,1,0
Cross.table-byid-researchdefinitions-json,5,2,0
Cross.table-byid-researchdefinitions-xml,5,2,0
Cross.table-byid-researchelementdefinitions,5,0,0
Cross.table-byid-researchelementdefinitions-json,5,0,0
Cross.table-byid-researchelementdefinitions-xml,5,2,0
Cross.table-byid-researchstudies,5,2,0
Cross.table-byid-researchstudies-json,5,3,0
Cross.table-byid-researchstudies-xml,5,4,0
Cross.table-byid-researchsubjects,5,0,0
Cross.table-byid-researchsubjects-json,5,3,0
Cross.table-byid-researchsubjects-xml,5,4,0
Cross.table-byid-riskassessments,5,1,0
Cross.table-byid-riskassessments-json,5,2,0
Cross.table-byid-riskassessments-xml,5,4,0
Cross.table-byid-riskevidencesyntheses,5,1,0
Cross.table-byid-riskevidencesyntheses-json,5,3,0
Cross.table-byid-riskevidencesyntheses-xml,5,3,0
Cross.table-byid-schedules,5,1,0
Cross.table-byid-schedules-json,5,1,0
Cross.table-byid-schedules-xml,5,1,0
Cross.table-byid-searchparameters,5,0,0
Cross.table-byid-searchparameters-json,5,1,0
Cross.table-byid-searchparameters-xml,5,2,0
Cross.table-byid-servicerequests,5,1,0
Cross.table-byid-servicerequests-json,5,2,0
Cross.table-byid-servicerequests-xml,5,3,0
Cross.table-byid-slots,5,0,0
Cross.table-byid-slots-json,5,2,0
Cross.table-byid-slots-xml,5,3,0
Cross.table-byid-specimen,5,0,0
Cross.table-byid-specimen-json,5,1,0
Cross.table-byid-specimen-xml,5,2,0
Cross.table-byid-specimendefinitions,5,2,0
Cross.table-byid-specimendefinitions-json,5,3,0
Cross.table-byid-specimendefinitions-xml,5,3,0
Cross.table-byid-structuredefinitions,5,1,540
Cross.table-byid-structuredefinitions-json,5,3,565
Cross.table-byid-structuredefinitions-xml,5,4,560
Cross.table-byid-structuremaps,5,1,0
Cross.table-byid-structuremaps-json,5,1,0
Cross.table-byid-structuremaps-xml,5,3,0
Cross.table-byid-subscriptions,5,1,0
Cross.table-byid-subscriptions-json,5,2,0
Cross.table-byid-subscriptions-xml,5,3,0
Cross.table-byid-subscriptiontopics,5,1,0
Cross.table-byid-subscriptiontopics-json,5,2,0
Cross.table-byid-subscriptiontopics-xml,5,2,0
Cross.table-byid-substancenucleicacids,5,0,0
Cross.table-byid-substancenucleicacids-json,5,0,0
Cross.table-byid-substancenucleicacids-xml,5,4,0
Cross.table-byid-substancepolymers,5,1,0
Cross.table-byid-substancepolymers-json,5,1,0
Cross.table-byid-substancepolymers-xml,5,1,0
Cross.table-byid-substanceproteins,5,1,0
Cross.table-byid-substanceproteins-json,5,1,0
Cross.table-byid-substanceproteins-xml,5,1,0
Cross.table-byid-substancereferenceinformations,5,1,0
Cross.table-byid-substancereferenceinformations-json,5,1,0
Cross.table-byid-substancereferenceinformations-xml,5,1,0
Cross.table-byid-substances,5,1,0
Cross.table-byid-substances-json,5,1,0
Cross.table-byid-substances-xml,5,2,0
Cross.table-byid-substancesourcematerials,5,2,0
Cross.table-byid-substancesourcematerials-json,5,2,0
Cross.table-byid-substancesourcematerials-xml,5,3,0
Cross.table-byid-substancespecifications,5,0,0
Cross.table-byid-substancespecifications-json,5,2,0
Cross.table-byid-substancespecifications-xml,5,3,0
Cross.table-byid-supplydeliveries,5,0,0
Cross.table-byid-supplydeliveries-json,5,0,0
Cross.table-byid-supplydeliveries-xml,5,1,0
Cross.table-byid-supplyrequests,5,0,0
Cross.table-byid-supplyrequests-json,5,0,0
Cross.table-byid-supplyrequests-xml,5,1,0
Cross.table-byid-tasks,5,1,0
Cross.table-byid-tasks-json,5,3,0
Cross.table-byid-tasks-xml,5,4,0
Cross.table-byid-terminologycapabilities,5,1,0
Cross.table-byid-terminologycapabilities-json,5,2,0
Cross.table-byid-terminologycapabilities-xml,5,3,0
Cross.table-byid-testplans,5,2,0
Cross.table-byid-testplans-json,5,3,0
Cross.table-byid-testplans-xml,5,3,0
Cross.table-byid-testreports,5,0,0
Cross.table-byid-testreports-json,5,2,0
Cross.table-byid-testreports-xml,5,2,0
Cross.table-byid-testscripts,5,0,0
Cross.table-byid-testscripts-json,5,1,0
Cross.table-byid-testscripts-xml,5,1,0
Cross.table-byid-valuesets,5,0,1030
Cross.table-byid-valuesets-json,5,1,1055
Cross.table-byid-valuesets-xml,5,3,1050
Cross.table-byid-verificationresults,5,0,0
Cross.table-byid-verificationresults-json,5,0,0
Cross.table-byid-verificationresults-xml,5,1,0
Cross.table-byid-visionprescriptions,5,2,0
Cross.table-byid-visionprescriptions-json,5,2,0
Cross.table-byid-visionprescriptions-xml,5,3,0
Cross.table-capabilitystatements,5,0,0
Cross.table-capabilitystatements-json,5,2,0
Cross.table-capabilitystatements-xml,5,2,0
Cross.table-careplans,5,1,0
Cross.table-careplans-json,5,1,0
Cross.table-careplans-xml,5,1,0
Cross.table-careteams,5,1,0
Cross.table-careteams-json,5,2,0
Cross.table-careteams-xml,5,2,0
Cross.table-catalogentries,5,0,0
Cross.table-catalogentries-json,5,1,0
Cross.table-catalogentries-xml,5,2,0
Cross.table-chargeitemdefinitions,5,0,0
Cross.table-chargeitemdefinitions-json,5,1,0
Cross.table-chargeitemdefinitions-xml,5,2,0
Cross.table-chargeitems,5,0,0
Cross.table-chargeitems-json,5,1,0
Cross.table-chargeitems-xml,5,1,0
Cross.table-claimresponses,5,0,0
Cross.table-claimresponses-json,5,1,0
Cross.table-claimresponses-xml,5,2,0
Cross.table-claims,5,2,0
Cross.table-claims-json,5,3,0
Cross.table-claims-xml,5,4,0
Cross.table-clinicalimpressions,5,0,0
Cross.table-clinicalimpressions-json,5,0,0
Cross.table-clinicalimpressions-xml,5,1,0
Cross.table-codesystems,5,0,0
Cross.table-codesystems-json,5,1,0
Cross.table-codesystems-xml,5,1,0
Cross.table-communicationrequests,5,1,0
Cross.table-communicationrequests-json,5,1,0
Cross.table-communicationrequests-xml,5,2,0
Cross.table-communications,5,1,0
Cross.table-communications-json,5,1,0
Cross.table-communications-xml,5,3,0
Cross.table-compartmentdefinitions,5,0,0
Cross.table-compartmentdefinitions-json,5,2,0
Cross.table-compartmentdefinitions-xml,5,4,0
Cross.table-compositions,5,0,0
Cross.table-compositions-json,5,3,0
Cross.table-compositions-xml,5,3,0
Cross.table-conceptmaps,5,2,0
Cross.table-conceptmaps-json,5,2,0
Cross.table-conceptmaps-xml,5,3,0
Cross.table-conditions,5,0,0
Cross.table-conditions-json,5,1,0
Cross.table-conditions-xml,5,2,0
Cross.table-consents,5,0,0
Cross.table-consents-json,5,3,0
Cross.table-consents-xml,5,4,0
Cross.table-contracts,5,1,0
Cross.table-contracts-json,5,1,0
Cross.table-contracts-xml,5,2,0
Cross.table-coverageeligibilityrequests,5,2,0
Cross.table-coverageeligibilityrequests-json,5,2,0
Cross.table-coverageeligibilityrequests-xml,5,2,0
Cross.table-coverageeligibilityresponses,5,1,0
Cross.table-coverageeligibilityresponses-json,5,2,0
Cross.table-coverageeligibilityresponses-xml,5,3,0
Cross.table-coverages,5,0,0
Cross.table-coverages-json,5,0,0
Cross.table-coverages-xml,5,1,0
Cross.table-detectedissues,5,1,0
Cross.table-detectedissues-json,5,1,0
Cross.table-detectedissues-xml,5,2,0
Cross.table-devicedefinitions,5,1,0
Cross.table-devicedefinitions-json,5,1,0
Cross.table-devicedefinitions-xml,5,3,0
Cross.table-devicemetrics,5,2,0
Cross.table-devicemetrics-json,5,3,0
Cross.table-devicemetrics-xml,5,4,0
Cross.table-devicerequests,5,2,0
Cross.table-devicerequests-json,5,3,0
Cross.table-devicerequests-xml,5,3,0
Cross.table-devices,5,0,0
Cross.table-devices-json,5,0,0
Cross.table-devices-xml,5,1,0
Cross.table-deviceusestatements,5,1,0
Cross.table-deviceusestatements-json,5,1,0
Cross.table-deviceusestatements-xml,5,2,0
Cross.table-diagnosticreports,5,1,0
Cross.table-diagnosticreports-json,5,2,0
Cross.table-diagnosticreports-xml,5,3,0
Cross.table-documentmanifests,5,0,0
Cross.table-documentmanifests-json,5,1,0
Cross.table-documentmanifests-xml,5,1,0
Cross.table-documentreferences,5,0,0
Cross.table-documentreferences-json,5,1,0
Cross.table-documentreferences-xml,5,2,0
Cross.table-domainresources,5,0,0
Cross.table-domainresources-json,5,2,0
Cross.table-domainresources-xml,5,3,0
Cross.table-effectevidencesyntheses,5,0,0
Cross.table-effectevidencesyntheses-json,5,0,0
Cross.table-effectevidencesyntheses-xml,5,0,0
Cross.table-encounters,5,2,0
Cross.table-encounters-json,5,2,0
Cross.table-encounters-xml,5,3,0
Cross.table-endpoints,5,0,0
Cross.table-endpoints-json,5,1,0
Cross.table-endpoints-xml,5,2,0
Cross.table-enrollmentrequests,5,1,0
Cross.table-enrollmentrequests-json,5,2,0
Cross.table-enrollmentrequests-xml,5,2,0
Cross.table-enrollmentresponses,5,1,0
Cross.table-enrollmentresponses-json,5,1,0
Cross.table-enrollmentresponses-xml,5,2,0
Cross.table-episodeofcares,5,0,0
Cross.table-episodeofcares-json,5,1,0
Cross.table-episodeofcares-xml,5,1,0
Cross.table-eventdefinitions,5,3,0
Cross.table-eventdefinitions-json,5,5,0
Cross.table-eventdefinitions-xml,5,5,0
Cross.table-evidences,5,1,0
Cross.table-evidences-json,5,1,0
Cross.table-evidences-xml,5,3,0
Cross.table-evidencevariables,5,1,0
Cross.table-evidencevariables-json,5,1,0
Cross.table-evidencevariables-xml,5,4,0
Cross.table-examplescenarios,5,1,0
Cross.table-examplescenarios-json,5,1,0
Cross.table-examplescenarios-xml,5,1,0
Cross.table-explanationofbenefits,5,1,0
Cross.table-explanationofbenefits-json,5,1,0
Cross.table-explanationofbenefits-xml,5,2,0
Cross.table-extensions,5,1,0
Cross.table-extensions-mm,5,2,0
Cross.table-familymemberhistories,5,1,0
Cross.table-familymemberhistories-json,5,3,0
Cross.table-familymemberhistories-xml,5,3,0
Cross.table-flags,5,2,0
Cross.table-flags-json,5,4,0
Cross.table-flags-xml,5,4,0
Cross.table-goals,5,0,0
Cross.table-goals-json,5,0,0
Cross.table-goals-xml,5,1,0
Cross.table-graphdefinitions,5,0,0
Cross.table-graphdefinitions-json,5,2,0
Cross.table-graphdefinitions-xml,5,3,0
Cross.table-grid-activitydefinitions,5,1,5930
Cross.table-grid-actordefinitions,5,0,5915
Cross.table-grid-capabilitystatements,5,0,5935
Cross.table-grid-chargeitemdefinitions,5,2,5940
Cross.table-grid-codesystems,5,2,6495
Cross.table-grid-compartmentdefinitions,5,0,5945
Cross.table-grid-conceptmaps,5,1,5890
Cross.table-grid-contracts,5,1,5880
Cross.table-grid-devicedefinitions,5,1,5920
Cross.table-grid-devices,5,0,5870
Cross.table-grid-effectevidencesyntheses,5,3,5955
Cross.table-grid-eventdefinitions,5,1,5915
Cross.table-grid-evidences,5,0,5880
Cross.table-grid-evidencevariables,5,0,5920
Cross.table-grid-examplescenarios,5,0,5915
Cross.table-grid-graphdefinitions,5,1,5915
Cross.table-grid-implementationguides,5,2,7955
Cross.table-grid-libraries,5,0,5875
Cross.table-grid-measures,5,1,5875
Cross.table-grid-messagedefinitions,5,1,5925
Cross.table-grid-operationdefinitions,5,0,5935
Cross.table-grid-plandefinitions,5,1,5910
Cross.table-grid-questionnaires,5,2,8120
Cross.table-grid-requirements,5,0,5900
Cross.table-grid-researchdefinitions,5,2,5930
Cross.table-grid-researchelementdefinitions,5,0,5965
Cross.table-grid-riskevidencesyntheses,5,1,5945
Cross.table-grid-searchparameters,5,0,5915
Cross.table-grid-structuredefinitions,5,2,7750
Cross.table-grid-structuremaps,5,2,5900
Cross.table-grid-subscriptiontopics,5,0,5925
Cross.table-grid-terminologycapabilities,5,0,5955
Cross.table-grid-testplans,5,0,5880
Cross.table-grid-testscripts,5,0,5890
Cross.table-grid-valuesets,5,3,8665
Cross.table-groups,5,1,0
Cross.table-groups-json,5,1,0
Cross.table-groups-xml,5,4,0
Cross.table-guidanceresponses,5,1,0
Cross.table-guidanceresponses-json,5,2,0
Cross.table-guidanceresponses-xml,5,4,0
Cross.table-healthcareservices,5,0,0
Cross.table-healthcareservices-json,5,1,0
Cross.table-healthcareservices-xml,5,3,0
Cross.table-imagingstudies,5,0,0
Cross.table-imagingstudies-json,5,1,0
Cross.table-imagingstudies-xml,5,2,0
Cross.table-immunizationevaluations,5,3,0
Cross.table-immunizationevaluations-json,5,3,0
Cross.table-immunizationevaluations-xml,5,3,0
Cross.table-immunizationrecommendations,5,0,0
Cross.table-immunizationrecommendations-json,5,2,0
Cross.table-immunizationrecommendations-xml,5,3,0
Cross.table-immunizations,5,0,0
Cross.table-immunizations-json,5,0,0
Cross.table-immunizations-xml,5,1,0
Cross.table-implementationguides,5,2,440
Cross.table-implementationguides-json,5,2,465
Cross.table-implementationguides-xml,5,3,460
Cross.table-insuranceplans,5,3,0
Cross.table-insuranceplans-json,5,3,0
Cross.table-insuranceplans-xml,5,3,0
Cross.table-invoices,5,0,0
Cross.table-invoices-json,5,0,0
Cross.table-invoices-xml,5,2,0
Cross.table-libraries,5,0,0
Cross.table-libraries-json,5,1,0
Cross.table-libraries-xml,5,2,0
Cross.table-linkages,5,1,0
Cross.table-linkages-json,5,2,0
Cross.table-linkages-xml,5,2,0
Cross.table-lists,5,1,0
Cross.table-lists-json,5,1,0
Cross.table-lists-xml,5,1,0
Cross.table-locations,5,2,0
Cross.table-locations-json,5,2,0
Cross.table-locations-xml,5,2,0
Cross.table-logicals,5,1,0
Cross.table-logicals-mm,5,2,0
Cross.table-measurereports,5,3,0
Cross.table-measurereports-json,5,4,0
Cross.table-measurereports-xml,5,4,0
Cross.table-measures,5,0,0
Cross.table-measures-json,5,0,0
Cross.table-measures-xml,5,0,0
Cross.table-media,5,2,0
Cross.table-media-json,5,3,0
Cross.table-media-xml,5,4,0
Cross.table-medicationadministrations,5,2,0
Cross.table-medicationadministrations-json,5,3,0
Cross.table-medicationadministrations-xml,5,3,0
Cross.table-medicationdispenses,5,0,0
Cross.table-medicationdispenses-json,5,0,0
Cross.table-medicationdispenses-xml,5,1,0
Cross.table-medicationknowledges,5,0,0
Cross.table-medicationknowledges-json,5,1,0
Cross.table-medicationknowledges-xml,5,1,0
Cross.table-medicationrequests,5,0,0
Cross.table-medicationrequests-json,5,4,0
Cross.table-medicationrequests-xml,5,4,0
Cross.table-medications,5,3,0
Cross.table-medications-json,5,4,0
Cross.table-medications-xml,5,4,0
Cross.table-medicationstatements,5,1,0
Cross.table-medicationstatements-json,5,2,0
Cross.table-medicationstatements-xml,5,2,0
Cross.table-medicinalproductauthorizations,5,0,0
Cross.table-medicinalproductauthorizations-json,5,0,0
Cross.table-medicinalproductauthorizations-xml,5,1,0
Cross.table-medicinalproductcontraindications,5,0,0
Cross.table-medicinalproductcontraindications-json,5,1,0
Cross.table-medicinalproductcontraindications-xml,5,2,0
Cross.table-medicinalproductindications,5,2,0
Cross.table-medicinalproductindications-json,5,2,0
Cross.table-medicinalproductindications-xml,5,2,0
Cross.table-medicinalproductingredients,5,0,0
Cross.table-medicinalproductingredients-json,5,1,0
Cross.table-medicinalproductingredients-xml,5,2,0
Cross.table-medicinalproductinteractions,5,0,0
Cross.table-medicinalproductinteractions-json,5,0,0
Cross.table-medicinalproductinteractions-xml,5,1,0
Cross.table-medicinalproductmanufactureds,5,2,0
Cross.table-medicinalproductmanufactureds-json,5,3,0
Cross.table-medicinalproductmanufactureds-xml,5,4,0
Cross.table-medicinalproductpackageds,5,0,0
Cross.table-medicinalproductpackageds-json,5,1,0
Cross.table-medicinalproductpackageds-xml,5,5,0
Cross.table-medicinalproductpharmaceuticals,5,1,0
Cross.table-medicinalproductpharmaceuticals-json,5,1,0
Cross.table-medicinalproductpharmaceuticals-xml,5,2,0
Cross.table-medicinalproducts,5,2,0
Cross.table-medicinalproducts-json,5,3,0
Cross.table-medicinalproducts-xml,5,3,0
Cross.table-medicinalproductundesirableeffects,5,0,0
Cross.table-medicinalproductundesirableeffects-json,5,1,0
Cross.table-medicinalproductundesirableeffects-xml,5,3,0
Cross.table-messagedefinitions,5,3,0
Cross.table-messagedefinitions-json,5,3,0
Cross.table-messagedefinitions-xml,5,4,0
Cross.table-messageheaders,5,2,0
Cross.table-messageheaders-json,5,2,0
Cross.table-messageheaders-xml,5,2,0
Cross.table-molecularsequences,5,0,0
Cross.table-molecularsequences-json,5,1,0
Cross.table-molecularsequences-xml,5,2,0
Cross.table-name-accounts,5,0,0
Cross.table-name-accounts-json,5,0,0
Cross.table-name-accounts-xml,5,2,0
Cross.table-name-activitydefinitions,5,0,0
Cross.table-name-activitydefinitions-json,5,2,0
Cross.table-name-activitydefinitions-xml,5,2,0
Cross.table-name-actordefinitions,5,8,0
Cross.table-name-actordefinitions-json,5,9,0
Cross.table-name-actordefinitions-xml,5,10,0
Cross.table-name-adverseevents,5,0,0
Cross.table-name-adverseevents-json,5,0,0
Cross.table-name-adverseevents-xml,5,2,0
Cross.table-name-allergyintolerances,5,3,0
Cross.table-name-allergyintolerances-json,5,3,0
Cross.table-name-allergyintolerances-xml,5,4,0
Cross.table-name-appointmentresponses,5,3,0
Cross.table-name-appointmentresponses-json,5,3,0
Cross.table-name-appointmentresponses-xml,5,5,0
Cross.table-name-appointments,5,1,0
Cross.table-name-appointments-json,5,2,0
Cross.table-name-appointments-xml,5,2,0
Cross.table-name-auditevents,5,1,0
Cross.table-name-auditevents-json,5,1,0
Cross.table-name-auditevents-xml,5,1,0
Cross.table-name-basics,5,0,0
Cross.table-name-basics-json,5,0,0
Cross.table-name-basics-xml,5,0,0
Cross.table-name-binaries,5,2,0
Cross.table-name-binaries-json,5,2,0
Cross.table-name-binaries-xml,5,2,0
Cross.table-name-biologicallyderivedproducts,5,0,0
Cross.table-name-biologicallyderivedproducts-json,5,1,0
Cross.table-name-biologicallyderivedproducts-xml,5,3,0
Cross.table-name-bodystructures,5,1,0
Cross.table-name-bodystructures-json,5,2,0
Cross.table-name-bodystructures-xml,5,2,0
Cross.table-name-bundles,5,0,0
Cross.table-name-bundles-json,5,1,0
Cross.table-name-bundles-xml,5,1,0
Cross.table-name-capabilitystatements,5,0,0
Cross.table-name-capabilitystatements-json,5,0,0
Cross.table-name-capabilitystatements-xml,5,2,0
Cross.table-name-careplans,5,0,0
Cross.table-name-careplans-json,5,0,0
Cross.table-name-careplans-xml,5,1,0
Cross.table-name-careteams,5,0,0
Cross.table-name-careteams-json,5,1,0
Cross.table-name-careteams-xml,5,3,0
Cross.table-name-catalogentries,5,1,0
Cross.table-name-catalogentries-json,5,1,0
Cross.table-name-catalogentries-xml,5,1,0
Cross.table-name-chargeitemdefinitions,5,1,0
Cross.table-name-chargeitemdefinitions-json,5,2,0
Cross.table-name-chargeitemdefinitions-xml,5,3,0
Cross.table-name-chargeitems,5,0,0
Cross.table-name-chargeitems-json,5,1,0
Cross.table-name-chargeitems-xml,5,2,0
Cross.table-name-claimresponses,5,0,0
Cross.table-name-claimresponses-json,5,1,0
Cross.table-name-claimresponses-xml,5,1,0
Cross.table-name-claims,5,0,0
Cross.table-name-claims-json,5,2,0
Cross.table-name-claims-xml,5,3,0
Cross.table-name-clinicalimpressions,5,0,0
Cross.table-name-clinicalimpressions-json,5,0,0
Cross.table-name-clinicalimpressions-xml,5,1,0
Cross.table-name-codesystems,5,1,0
Cross.table-name-codesystems-json,5,1,0
Cross.table-name-codesystems-xml,5,1,0
Cross.table-name-communicationrequests,5,0,0
Cross.table-name-communicationrequests-json,5,1,0
Cross.table-name-communicationrequests-xml,5,1,0
Cross.table-name-communications,5,1,0
Cross.table-name-communications-json,5,1,0
Cross.table-name-communications-xml,5,1,0
Cross.table-name-compartmentdefinitions,5,0,0
Cross.table-name-compartmentdefinitions-json,5,3,0
Cross.table-name-compartmentdefinitions-xml,5,3,0
Cross.table-name-compositions,5,0,0
Cross.table-name-compositions-json,5,0,0
Cross.table-name-compositions-xml,5,3,0
Cross.table-name-conceptmaps,5,0,0
Cross.table-name-conceptmaps-json,5,0,0
Cross.table-name-conceptmaps-xml,5,1,0
Cross.table-name-conditions,5,1,0
Cross.table-name-conditions-json,5,1,0
Cross.table-name-conditions-xml,5,1,0
Cross.table-name-consents,5,2,0
Cross.table-name-consents-json,5,2,0
Cross.table-name-consents-xml,5,5,0
Cross.table-name-contracts,5,2,0
Cross.table-name-contracts-json,5,3,0
Cross.table-name-contracts-xml,5,3,0
Cross.table-name-coverageeligibilityrequests,5,1,0
Cross.table-name-coverageeligibilityrequests-json,5,2,0
Cross.table-name-coverageeligibilityrequests-xml,5,2,0
Cross.table-name-coverageeligibilityresponses,5,1,0
Cross.table-name-coverageeligibilityresponses-json,5,1,0
Cross.table-name-coverageeligibilityresponses-xml,5,1,0
Cross.table-name-coverages,5,0,0
Cross.table-name-coverages-json,5,0,0
Cross.table-name-coverages-xml,5,0,0
Cross.table-name-detectedissues,5,3,0
Cross.table-name-detectedissues-json,5,4,0
Cross.table-name-detectedissues-xml,5,4,0
Cross.table-name-devicedefinitions,5,0,0
Cross.table-name-devicedefinitions-json,5,0,0
Cross.table-name-devicedefinitions-xml,5,2,0
Cross.table-name-devicemetrics,5,2,0
Cross.table-name-devicemetrics-json,5,2,0
Cross.table-name-devicemetrics-xml,5,4,0
Cross.table-name-devicerequests,5,2,0
Cross.table-name-devicerequests-json,5,3,0
Cross.table-name-devicerequests-xml,5,3,0
Cross.table-name-devices,5,0,0
Cross.table-name-devices-json,5,0,0
Cross.table-name-devices-xml,5,1,0
Cross.table-name-deviceusestatements,5,0,0
Cross.table-name-deviceusestatements-json,5,1,0
Cross.table-name-deviceusestatements-xml,5,1,0
Cross.table-name-diagnosticreports,5,1,0
Cross.table-name-diagnosticreports-json,5,2,0
Cross.table-name-diagnosticreports-xml,5,3,0
Cross.table-name-documentmanifests,5,0,0
Cross.table-name-documentmanifests-json,5,0,0
Cross.table-name-documentmanifests-xml,5,1,0
Cross.table-name-documentreferences,5,1,0
Cross.table-name-documentreferences-json,5,1,0
Cross.table-name-documentreferences-xml,5,2,0
Cross.table-name-domainresources,5,0,0
Cross.table-name-domainresources-json,5,3,0
Cross.table-name-domainresources-xml,5,5,0
Cross.table-name-effectevidencesyntheses,5,1,0
Cross.table-name-effectevidencesyntheses-json,5,1,0
Cross.table-name-effectevidencesyntheses-xml,5,1,0
Cross.table-name-encounters,5,1,0
Cross.table-name-encounters-json,5,2,0
Cross.table-name-encounters-xml,5,2,0
Cross.table-name-endpoints,5,3,0
Cross.table-name-endpoints-json,5,3,0
Cross.table-name-endpoints-xml,5,3,0
Cross.table-name-enrollmentrequests,5,0,0
Cross.table-name-enrollmentrequests-json,5,0,0
Cross.table-name-enrollmentrequests-xml,5,1,0
Cross.table-name-enrollmentresponses,5,1,0
Cross.table-name-enrollmentresponses-json,5,1,0
Cross.table-name-enrollmentresponses-xml,5,1,0
Cross.table-name-episodeofcares,5,1,0
Cross.table-name-episodeofcares-json,5,1,0
Cross.table-name-episodeofcares-xml,5,1,0
Cross.table-name-eventdefinitions,5,1,0
Cross.table-name-eventdefinitions-json,5,2,0
Cross.table-name-eventdefinitions-xml,5,2,0
Cross.table-name-evidences,5,1,0
Cross.table-name-evidences-json,5,1,0
Cross.table-name-evidences-xml,5,2,0
Cross.table-name-evidencevariables,5,1,0
Cross.table-name-evidencevariables-json,5,2,0
Cross.table-name-evidencevariables-xml,5,4,0
Cross.table-name-examplescenarios,5,0,0
Cross.table-name-examplescenarios-json,5,0,0
Cross.table-name-examplescenarios-xml,5,0,0
Cross.table-name-explanationofbenefits,5,1,0
Cross.table-name-explanationofbenefits-json,5,2,0
Cross.table-name-explanationofbenefits-xml,5,3,0
Cross.table-name-familymemberhistories,5,1,0
Cross.table-name-familymemberhistories-json,5,1,0
Cross.table-name-familymemberhistories-xml,5,4,0
Cross.table-name-flags,5,0,0
Cross.table-name-flags-json,5,1,0
Cross.table-name-flags-xml,5,2,0
Cross.table-name-goals,5,1,0
Cross.table-name-goals-json,5,2,0
Cross.table-name-goals-xml,5,2,0
Cross.table-name-graphdefinitions,5,0,0
Cross.table-name-graphdefinitions-json,5,2,0
Cross.table-name-graphdefinitions-xml,5,4,0
Cross.table-name-groups,5,0,0
Cross.table-name-groups-json,5,1,0
Cross.table-name-groups-xml,5,1,0
Cross.table-name-guidanceresponses,5,3,0
Cross.table-name-guidanceresponses-json,5,4,0
Cross.table-name-guidanceresponses-xml,5,4,0
Cross.table-name-healthcareservices,5,1,0
Cross.table-name-healthcareservices-json,5,2,0
Cross.table-name-healthcareservices-xml,5,2,0
Cross.table-name-imagingstudies,5,1,0
Cross.table-name-imagingstudies-json,5,1,0
Cross.table-name-imagingstudies-xml,5,2,0
Cross.table-name-immunizationevaluations,5,1,0
Cross.table-name-immunizationevaluations-json,5,3,0
Cross.table-name-immunizationevaluations-xml,5,3,0
Cross.table-name-immunizationrecommendations,5,0,0
Cross.table-name-immunizationrecommendations-json,5,0,0
Cross.table-name-immunizationrecommendations-xml,5,1,0
Cross.table-name-immunizations,5,1,0
Cross.table-name-immunizations-json,5,2,0
Cross.table-name-immunizations-xml,5,3,0
Cross.table-name-implementationguides,5,2,440
Cross.table-name-implementationguides-json,5,2,465
Cross.table-name-implementationguides-xml,5,4,460
Cross.table-name-insuranceplans,5,0,0
Cross.table-name-insuranceplans-json,5,2,0
Cross.table-name-insuranceplans-xml,5,2,0
Cross.table-name-invoices,5,3,0
Cross.table-name-invoices-json,5,3,0
Cross.table-name-invoices-xml,5,3,0
Cross.table-name-libraries,5,0,0
Cross.table-name-libraries-json,5,0,0
Cross.table-name-libraries-xml,5,2,0
Cross.table-name-linkages,5,1,0
Cross.table-name-linkages-json,5,1,0
Cross.table-name-linkages-xml,5,2,0
Cross.table-name-lists,5,0,0
Cross.table-name-lists-json,5,1,0
Cross.table-name-lists-xml,5,1,0
Cross.table-name-locations,5,0,0
Cross.table-name-locations-json,5,2,0
Cross.table-name-locations-xml,5,2,0
Cross.table-name-measurereports,5,1,0
Cross.table-name-measurereports-json,5,3,0
Cross.table-name-measurereports-xml,5,4,0
Cross.table-name-measures,5,2,0
Cross.table-name-measures-json,5,2,0
Cross.table-name-measures-xml,5,2,0
Cross.table-name-media,5,1,0
Cross.table-name-media-json,5,3,0
Cross.table-name-media-xml,5,4,0
Cross.table-name-medicationadministrations,5,1,0
Cross.table-name-medicationadministrations-json,5,2,0
Cross.table-name-medicationadministrations-xml,5,3,0
Cross.table-name-medicationdispenses,5,1,0
Cross.table-name-medicationdispenses-json,5,1,0
Cross.table-name-medicationdispenses-xml,5,1,0
Cross.table-name-medicationknowledges,5,0,0
Cross.table-name-medicationknowledges-json,5,0,0
Cross.table-name-medicationknowledges-xml,5,1,0
Cross.table-name-medicationrequests,5,0,0
Cross.table-name-medicationrequests-json,5,1,0
